"","scientificName","speciesKey"
"1921","Benincasa hispida",7317643
"1922","Polytrias indica",4153188
"1923","Sacciolepis indica",2703626
"1924","Mimosa invisa",2969353
"1925","Youngia japonica",5387974
"1926","Macroptilium lathyroides",2945063
"1927","Passiflora maliformis",2874191
"1928","Melinis minutiflora",2702503
"1929","Syzygium neurocalyx",3184083
"1930","Crotalaria pallida",8260433
"1931","Paspalum paniculatum",2705587
"1932","Lemna perpusilla",2867616
"1933","Passiflora quadrangularis",2874183
"1934","Chloris radiata",5679687
"1935","Heterotis rotundifolia",8427489
"1936","Stenotaphrum secundatum",2702870
"1937","Senna sophera",2957379
"1938","Struchium sparganophorum",3144503
"1939","Indigofera spicata",2971635
"1940","Acmella uliginosa",5386720
"1941","Merremia umbellata",11378775
"1942","Cinnamomum verum",3033987
"1943","Digitaria violascens",5289995
"1944","Pandanus whitmeeanus",5327748
"1945","Phyllanthus acidus",5381567
"1946","Pereskia aculeata",5384215
"1947","Luffa acutangula",2874601
"1948","Monstera adansonii",2868136
"1949","Dioscorea alata",2754476
"1950","Plectranthus amboinicus",5341313
"1951","Coffea arabica",8014550
"1952","Maranta arundinacea",2761352
"1953","Barringtonia asiatica",7561644
"1954","Achyranthes aspera  var. pubescens",3085168
"1955","Plumbago auriculata",3082283
"1956","Senna bacillaris",2957751
"1957","Setaria barbata",5289663
"1958","Crinum bulbispermum",2853668
"1959","Theobroma cacao",3152205
"1960","Solanum capsicoides",2929362
"1961","Allamanda cathartica",3169836
"1962","Cosmos caudatus",3098932
"1963","Zephyranthes citrina",2859827
"1964","Emilia coccinea",7539575
"1965","Opuntia cochenillifera",11164167
"1966","Heteropogon contortus",5679586
"1967","Cyanotis cucullata",5303360
"1968","Syzygium cumini",3183840
"1969","Casuarina equisetifolia",2891930
"1970","Tagetes erecta",3088488
"1971","Brachiaria eruciformis",4155246
"1972","Colocasia esculenta",5330776
"1973","Abelmoschus esculentus",3152707
"1974","Maranta gibba",2761346
"1975","Galphimia gracilis",3191272
"1976","Jasminum grandiflorum",3172262
"1977","Artocarpus heterophyllus",2984565
"1978","Lagerstroemia indica",3188725
"1979","Abutilon guineense",7279347
"1980","Pachira insignis",3152236
"1981","Syzygium jambos",3183534
"1982","Prosopis juliflora",5358460
"1983","Crotalaria juncea",2942877
"1984","Tripsacum latifolium",2705533
"1985","Coffea liberica",2895393
"1986","Digitaria longiflora",5289974
"1987","Barleria lupulina",3173126
"1988","Alocasia macrorrhizos",5329904
"1989","Solanum mammosum",2930569
"1990","Leucas martinicensis",7775217
"1991","Zea mays",5290052
"1992","Ficus microcarpa",10309861
"1993","Jasminum multiflorum",3172264
"1994","Annona muricata",5407165
"1995","Ipomoea nil",2928576
"1996","Tephrosia noctiflora",5342209
"1997","Ipomoea obscura",2928565
"1998","Dianthera pectoralis",3173087
"1999","Syngonium podophyllum",2867866
"2000","Barleria prionitis",3173129
"2001","Mucuna pruriens",2951499
"2002","Eranthemum pulchellum",3776692
"2003","Libidibia punctata",3931553
"2004","Hippeastrum puniceum",2854416
"2005","Lablab purpureus",2952236
"2006","Crotalaria quinquefolia",2942956
"2007","Phoenix reclinata",5293164
"2008","Annona reticulata",5407123
"2009","Cleome rutidosperma",9778787
"2010","Sesbania sericea",2970735
"2011","Lagenaria siceraria",2874672
"2012","Tradescantia spathacea",2765230
"2013","Bougainvillea spectabilis",7167078
"2014","Annona squamosa",5407099
"2015","Flemingia strobilifera",5359843
"2016","Senna sulfurea",2957247
"2017","Nicotiana tabacum",2928774
"2018","Bauhinia tomentosa",2953031
"2019","Crotalaria trichotoma",2941939
"2020","Triphasia trifolia",3190406
"2021","Eragrostis unioloides",2705340
"2022","Erythrina velutina",5349685
"2023","Chloris virgata",5289624
"2024","Hibiscus vitifolius",3152562
"2025","Petrea volubilis",8373888
"2026","Tradescantia zebrina",8405749
"2027","Chrysopogon zizanioides",5677150
"2028","Basella alba",3083504
"2029","Nekemias arborea",8099353
"2030","Amaranthus cruentus",5384390
"2031","Ursinia anthemoides",3089033
"2032","Mesembryanthemum crystallinum",3084839
"2033","Bromus diandrus",2703760
"2034","Ehrharta longiflora",2702862
"2035","Silene nocturna",5384818
"2036","Cenchrus brownii",5289737
"2037","Sesbania cannabina",7645889
"2038","Lepidium englerianum",5376751
"2039","Ehrharta brevifolia",4116987
"2040","Solanum laciniatum",2930439
"2041","Isolepis marginata",2713104
"2042","Centaurium maritimum",7853619
"2043","Orobanche minor",3173271
"2044","Schenkia spicata",5595243
"2045","Lycium ferocissimum",3797394
"2046","Erigeron karvinskianus",3147168
"2047","Emex australis",8909872
"2048","Ipomoea cairica",2928531
"2049","Pennisetum clandestinum",5828201
"2050","Petroselinum crispum",7828157
"2051","Tetragonia decumbens",5554679
"2052","Petrorhagia dubia",3085625
"2053","Centaurium erythraea",5414457
"2054","Parapholis incurva",5290069
"2055","Euphorbia terracina",3064472
"2056","Reichardia tingitana",5385648
"2057","Triticum aestivum",7795888
"2058","Guizotia abyssinica",8584304
"2059","Papaver aculeatum",3603350
"2060","Juncus acuminatus",2701798
"2061","Sida acuta",7279613
"2062","Juncus acutus",2701632
"2063","Salvinia molesta",5274863
"2064","Digitaria aequiglumis",5676646
"2065","Carpobrotus aequilaterus",3703579
"2066","Leucojum aestivum",2860425
"2067","Zantedeschia aethiopica",2868827
"2068","Asparagus aethiopicus",2768763
"2069","Oenothera affinis",5420978
"2070","Commelina africana",7422698
"2071","Lepidium africanum",5376488
"2072","Eriocephalus africanus",3130137
"2073","Sporobolus africanus",4152259
"2074","Crotalaria agatiflora",2942820
"2075","Cyperus aggregatus",2713662
"2076","Rhamnus alaternus",6371424
"2077","Pseudofumaria alba",7315063
"2078","Salix alba",5582592
"2079","Salix alba var. vitellina",10268297
"2080","Hypochaeris albiflora",3093899
"2081","Cyperus albostriatus",2715443
"2082","Trifolium alexandrinum",5358907
"2083","Sorghum x almum",2705188
"2084","Bromus alopecuros",2703696
"2085","Solidago altissima",5389058
"2086","Juncus amabilis",2701446
"2087","Gnaphalium americanum",3103209
"2088","Malvastrum americanum",3152264
"2089","Heliotropium amplexicaule",2925790
"2090","Veronica anagallis-aquatica",10603903
"2091","Hypericum androsaemum",3189525
"2092","Rubus grabowskii",2989267
"2093","Phalaris angusta",5289753
"2094","Trifolium angustifolium",5359341
"2095","Lupinus angustifolius",2964025
"2096","Lotus angustissimus",5356931
"2097","Gladiolus angustus",2749931
"2098","Lunaria annua",5373324
"2099","Soliva anthemifolia",7505045
"2100","Gnaphalium antillanum",3103180
"2101","Phalaris aquatica",5289746
"2102","Myriophyllum aquaticum",5361785
"2103","Psoralea arborea",2944038
"2104","Schinus areira",3661832
"2105","Juncus aridicola",2701410
"2106","Hypoestes aristata",7264156
"2107","Berberis aristata",3980966
"2108","Dichanthium aristatum",2702445
"2109","Verbena aristigera",4083707
"2110","Ambrosia artemisiifolia",8002952
"2111","Oxalis articulata",2891664
"2112","Stachys arvensis",2927229
"2113","Veronica arvensis",3172048
"2114","Asperula arvensis",2916662
"2115","Sherardia arvensis",5339050
"2116","Asparagus asparagoides",2768717
"2117","Pelargonium asperum",2891608
"2118","Opuntia aurantiaca",5384186
"2119","Cestrum aurantiacum",2928790
"2120","Phyllostachys aurea",5290167
"2121","Phlebodium aureum",2650483
"2122","Acanthospermum australe",3100364
"2123","Dactyloctenium australe",4149975
"2124","Acalypha australis",3056835
"2125","Petunia axillaris",2928859
"2126","Acacia baileyana",2981303
"2127","Lycium barbarum",2928835
"2128","Tolpis barbata",8409807
"2129","Maurandya barclayana",3171815
"2130","Coprosma baueri",2911492
"2131","Amaryllis belladonna",5325855
"2132","Polygonum bellardii",5334430
"2133","Oxalis bifurca",7572222
"2134","Erigeron floribundus",3147018
"2135","Verbascum blattaria",9997998
"2136","Amaranthus blitum",8911082
"2137","Reynoutria bohemica",4038485
"2138","Verbena bonariensis",2925514
"2139","Watsonia borbonica",5297820
"2140","Watsonia borbonica  subsp. ardernei",5297820
"2141","Erodium botrys",2891619
"2142","Oxalis bowiei",7461212
"2143","Erodium brachycarpum",2891617
"2144","Rosa bracteata",3004659
"2145","Paronychia brasiliana var. pubescens",7314281
"2146","Oxalis brasiliensis",7435932
"2147","Richardia brasiliensis",5337499
"2148","Verbena brasiliensis",2925518
"2149","Bromus brevis",2703731
"2150","Sparaxis bulbifera",2745788
"2151","Panicum bulbosum",4138275
"2152","Passiflora caerulea",2874199
"2153","Dovyalis caffra",10912636
"2154","Sclerolaena calcarata",8228779
"2155","Eschscholzia californica",2888380
"2156","Clytostoma callistegioides",4093976
"2157","Gamochaeta calviceps",3103280
"2158","Amsinckia calycina",4060237
"2159","Ehrharta calycina",2702865
"2160","Cinnamomum camphora",3033991
"2161","Solidago canadensis",9935325
"2162","Phoenix canariensis",7445284
"2163","Phalaris canariensis",7523124
"2164","Zephyranthes candida",2859976
"2165","Brugmansia x candida",5341759
"2166","Phyla nodiflora  var. minor",5341112
"2167","Rosa canina",10054669
"2168","Drosera capensis",3191008
"2169","Juncus capensis",2701133
"2170","Nymphaea nouchali  var. caerulea",7326947
"2171","Juncus capillaceus",2701164
"2172","Pelargonium capitatum",8648281
"2173","Juncus capitatus",2701957
"2174","Acacia cardiophylla",2978934
"2175","Gladiolus carneus",2750490
"2176","Cabomba caroliniana",2882443
"2177","Modiola caroliniana",8338793
"2178","Bacopa caroliniana",3171189
"2179","Bromus catharticus",2703723
"2180","Prunus cerasifera",3021730
"2181","Tradescantia cerinthoides",2765318
"2182","Trifolium cernuum",5359414
"2183","Solanum chenopodioides",2929710
"2184","Persicaria chinensis",7987721
"2185","Salix x pendulina  nothof. × salamonii",NA
"2186","Solanum chrysotrichum",2929617
"2187","Calandrinia ciliata",3084693
"2188","Plectranthus ciliatus",3905482
"2189","Salix cinerea",10611439
"2190","Corymbia citriodora",5418431
"2191","Gamochaeta coarctata",3103272
"2192","Salvia coccinea",9278365
"2193","Rottboellia cochinchinensis",2704075
"2194","Oxypetalum coeruleum",3572841
"2195","Moraea collina",2744625
"2196","Panicum coloratum",2705092
"2197","Bromus coloratus",4110660
"2198","Kickxia commutata",8111514
"2199","Kickxia commutata  subsp. graeca",8111514
"2200","Chlorophytum comosum",7742047
"2201","Ornithopus compressus",5358265
"2202","Hardenbergia comptoniana",2948694
"2203","Lophostemon confertus",3188429
"2204","Cyperus congestus",2714656
"2205","Sphaeropteris cooperi",5274893
"2206","Anredera cordifolia",3083508
"2207","Nephrolepis cordifolia",2650930
"2208","Mesembryanthemum cordifolium",8185812
"2209","Plantago coronopus",3189739
"2210","Selago corymbosa",3730211
"2211","Lupinus cosentinii",2963937
"2212","Hygrophila costata",5415348
"2213","Senecio crassiflorus",6064623
"2214","Pittosporum crassifolium",2986285
"2215","Ardisia crenata",5414379
"2216","Pyracantha crenulata",7695501
"2217","Erythrina crista-galli",5349719
"2218","Crocosmia x crocosmiiflora",2747939
"2219","Amphilophium crucigerum",4931838
"2220","Echinochloa crus-pavonis",2702804
"2221","Acacia cultriformis",2979559
"2222","Aira cupaniana",5673288
"2223","Vellereophyton dealbatum",3137074
"2224","Monopsis debilis",5413030
"2225","Oxalis debilis",2891707
"2226","Indigofera incarnata",2972458
"2227","Monstera deliciosa",2868241
"2228","Elodea densa",5329263
"2229","Juncus dichotomus",2701120
"2230","Jasminum didymum  subsp. racemosum",7326197
"2231","Aponogeton distachyos",5328593
"2232","Achillea distans",3120264
"2233","Eustachys distichophylla",5289812
"2234","Trachyandra divaricata",2779209
"2235","Sorbus domestica",3013215
"2236","Nandina domestica",5371712
"2237","Pelargonium domesticum",2891603
"2238","Oenothera drummondii",8110878
"2239","Papaver dubium",2888464
"2240","Cyperus dubius",2714915
"2241","Buddleja dysophylla",8165237
"2242","Atriplex eardleyae",3083659
"2243","Aristea ecklonii",2744906
"2244","Plectranthus ecklonii",3904963
"2245","Dimorphotheca ecklonis",3093539
"2246","Juncus effusus",2701311
"2247","Kickxia elatine",3170819
"2248","Kickxia elatine  subsp. crinita",3170819
"2249","Opuntia elatior",5620016
"2250","Cestrum elegans",6403186
"2251","Rubus ellipticus",2991314
"2252","Elymus elongatus",4125808
"2253","Verbesina encelioides",3147913
"2254","Casuarina equisetifolia  subsp. incana",2891930
"2255","Cyperus eragrostis",2730906
"2256","Schoenoplectiella erecta",2710749
"2257","Ehrharta erecta",2702863
"2258","Crassula ericoides",7334227
"2259","Echinochloa esculenta",2702798
"2260","Diplazium esculentum",2650858
"2261","Cyperus esculentus",2716226
"2262","Olea europaea  subsp. cuspidata",5415040
"2263","Heliotropium europaeum",2925767
"2264","Cyrtomium falcatum",4038895
"2265","Asparagus falcatus",2768780
"2266","Convolvulus farinosus",3679569
"2267","Festuca fasciculata",4124456
"2268","Cestrum fasciculatum",2928794
"2269","Sporobolus fertilis",4150275
"2270","Passiflora filamentosa",3587664
"2271","Cicendia filiformis",3841406
"2272","Axonopus fissifolius",2705932
"2273","Asphodelus fistulosus",2778437
"2274","Moraea flaccida",2744738
"2275","Pycreus flavescens",2730906
"2276","Cardamine flexuosa",10268786
"2277","Ixia flexuosa",5296907
"2278","Chasmanthe floribunda",2744155
"2279","Tradescantia fluminensis",2765160
"2280","Paederia foetida",7525805
"2281","Lilium formosanum",2753371
"2282","Callisia fragrans",5303453
"2283","Pelargonium fragrans",3826702
"2284","Paronychia franciscana",5384737
"2285","Echinochloa frumentacea",2702822
"2286","Brassica fruticulosa",3042809
"2287","Leptochloa fusca  subsp. uninervia",8010581
"2288","Hedychium gardnerianum",8103062
"2289","Panicum gilvum",4144312
"2290","Tritonia gladiolaris",5297268
"2291","Senecio glastifolius",8419686
"2292","Cotoneaster glaucophyllus",3025781
"2293","Pennisetum glaucum",5828197
"2294","Tephrosia glomeruliflora",5342180
"2295","Nothoscordum gracile",2855519
"2296","Froelichia gracilis",5384324
"2297","Manihot grahamii",3060710
"2298","Tephrosia grandiflora",7618452
"2299","Portulaca grandiflora",3084700
"2300","Dittrichia graveolens",3101193
"2301","Gladiolus gueinzii",2750060
"2302","Cyperus gymnocaulos",2714154
"2303","Baccharis halimifolia",3129663
"2304","Pavonia hastata",5406783
"2305","Ipomoea hederifolia",2928624
"2306","Muraltia heisteria",4050551
"2307","Nierembergia linariifolia",7299427
"2308","Hyparrhenia hirta",2703243
"2309","Verbena hispida",2925612
"2310","Ageratum houstonianum",5401760
"2311","Cleome houtteana",8306047
"2312","Salix humboldtiana",5372914
"2313","Richardia humistrata",5337479
"2314","Limonium hyblaeum",4088788
"2315","Roemeria hispida",9587676
"2316","Amaranthus hybridus  subsp. quitensis",7323711
"2317","Rumex hymenosepalus",2889015
"2318","Cuphea hyssopifolia",3188698
"2319","Juncus imbricatus",2701618
"2320","Tephrosia inandensis",5342157
"2321","Crotalaria incana",2942375
"2322","Crotalaria incana  subsp. purpurascens",2942375
"2323","Oxalis incarnata",2891720
"2324","Linaria incarnata",5415018
"2325","Trifolium incarnatum",5359378
"2326","Verbena incompta",4086523
"2327","Oenothera indecora",7322393
"2328","Ipomoea indica",2928598
"2329","Rhaphiolepis indica",5371542
"2330","Potentilla indica",5365717
"2331","Medicago intertexta",7373959
"2332","Cyperus iria",2715729
"2333","Digitaria ischaemum",5290003
"2334","Setaria italica",8086373
"2335","Arum italicum",5330661
"2336","Acacia iteaphylla",2978830
"2337","Physalis ixocarpa",8969026
"2338","Hypericum fauriei",3715016
"2339","Lygodium japonicum",2650436
"2340","Aristida jerichoensis",4126458
"2341","Parietaria judaica",5361803
"2342","Murdannia keisak",2764809
"2343","Selaginella kraussiana",2688189
"2344","Medicago laciniata",2965221
"2345","Prunella laciniata",8809062
"2346","Rubus laciniatus",2992543
"2347","Herbertia lahue",5297486
"2348","Crotalaria lanceolata",2941820
"2349","Polygala lancifolia",4050009
"2350","Bupleurum lancifolium",3034557
"2351","Parentucellia latifolia",8049400
"2352","Oxalis latifolia",2891755
"2353","Typha latifolia",10465423
"2354","Rubus pensilvanicus",8235931
"2355","Mandevilla laxa",3617571
"2356","Freesia laxa",2747067
"2357","Solanum laxum",2931714
"2358","Rubus leightonii",2994435
"2359","Leonotis leonurus",2926906
"2360","Atriplex leptocarpa",6447496
"2361","Spergula levis",3813857
"2362","Isolepis levynsiana",2713204
"2363","Dipogon lignosus",5349965
"2364","Oenothera lindheimeri",3664589
"2365","Schoenoplectiella lineolata",5827388
"2366","Genista linifolia",5347599
"2367","Solanum linnaeanum",2929062
"2368","Verbena litoralis",2925494
"2369","Rubus loganobaccus",2990630
"2370","Oenothera longiflora",8340805
"2371","Ludwigia longifolia",5421003
"2372","Physalis longifolia",5341818
"2373","Paraserianthes lophantha",2943719
"2374","Proboscidea louisiana",5415100
"2375","Rosa luciae",3008270
"2376","Ligustrum lucidum",3172297
"2377","Crotalaria beddomeana",2942022
"2378","Cupressus lusitanica",2684046
"2379","Erica lusitanica",5333409
"2380","Ibicella lutea",3172647
"2381","Lupinus luteus",2963817
"2382","Agropogon x lutosus",4125930
"2383","Cineraria lyratiformis",3141203
"2384","Asparagus macowanii",2768513
"2385","Amaranthus macrocarpus",7323833
