refinedScientificName,usageKey
Cryptocoryne beckettii,2869244
Cryptocoryne walkeri,2869125
Cryptocoryne wendtii,2869214
Cryptolepis sinensis,6021960
Cryptomeria japonica,5284237
Cryptostegia grandiflora,3170473
Cryptostegia madagascariensis,8230770
Cryptotaenia canadensis,3034433
Ctenanthe lubbersiana,2762435
Ctenitis equestris,7319354
Ctenium aromaticum,5290066
Ctenium concinnum,5678195
Ctenodon falcatus,10908766
Ctenodon histrix,10900936
Ctenodon paniculatus,11034594
Cucumis anguria,2874573
Cucumis dipsaceus,2874574
Cucumis maderaspatanus,8364646
Cucumis melo,2874570
Cucumis metuliferus,8350997
Cucumis myriocarpus,7885624
Cucumis myriocarpus leptodermis,7880714
Cucumis prophetarum,2874576
Cucumis sativus,2874569
Cucumis zeyheri,3624010
Cucurbita argyrosperma,7907172
Cucurbita ficifolia,2874512
Cucurbita foetidissima,2874521
Cucurbita maxima,2874515
Cucurbita melopepo texana,7778456
Cucurbita moschata,7393329
Cucurbita palmata,2874513
Cucurbita pepo,2874508
Culcita macrocarpa,8349980
Cullen americanum,2948921
Cullen corylifolium,2948930
Cullen graveolens,3966607
Cullen plicatum,2948948
Cuminum cyminum,3034775
Cunninghamia lanceolata,5284278
Cupaniopsis anacardioides,3189958
Cuphea carthagenensis,3188685
Cuphea glutinosa,3188677
Cuphea hookeriana,7286316
Cuphea hyssopifolia,3188698
Cuphea ignea,3188684
Cuphea micropetala,7286349
Cuphea procumbens,3188682
Cuphea racemosa,7286020
Cuphea subuligera,3988623
Cuphea viscosissima,3188690
Cupressus arizonica,2683969
Cupressus arizonica glabra,2683990
Cupressus arizonica montana,2683976
Cupressus funebris,2684076
Cupressus goveniana,2684012
Cupressus leylandii,3611465
Cupressus lusitanica,2684046
Cupressus macrocarpa,2684070
Cupressus nootkatensis,2683903
Cupressus sargentii,2684096
Cupressus sempervirens,2684030
Cupressus torulosa,2683955
Curculigo capitulata,2852556
Curcuma aromatica,2757544
Curcuma longa,2757624
Curcuma zanthorrhiza,2757547
Curcuma zedoaria,2757545
Curio radicans,3107396
Curio repens,3149628
Curio talinoides aizoides,4242047
Cuscuta approximata,2927520
Cuscuta australis,7154776
Cuscuta campestris,3610757
Cuscuta cassytoides,8237859
Cuscuta chinensis,3610749
Cuscuta cuspidata,2927480
Cuscuta epilinum,2927530
Cuscuta epithymum,2927518
Cuscuta epithymum kotschyi,7594846
Cuscuta epithymum macranthera,8677293
Cuscuta europaea,2927493
Cuscuta glomerata,2927525
Cuscuta gronovii,2927492
Cuscuta hyalina,8406906
Cuscuta indecora,2927498
Cuscuta japonica,2927548
Cuscuta lupuliformis,3678256
Cuscuta monogyna,7361176
Cuscuta palaestina,7324013
Cuscuta pedicellata,3677416
Cuscuta pentagona,2927490
Cuscuta planiflora,2927522
Cuscuta reflexa,2927545
Cuscuta suaveolens,2927484
Cuscuta tinctoria,7324508
Cuscuta tinei,3681603
Cutandia memphitica,2706169
Cyamopsis tetragonoloba,2946183
Cyanella hyacinthoides,2860877
Cyanotis axillaris,8544796
Cyanotis ciliata,5303570
Cyanotis cristata,5303371
Cyanotis cucullata,5303360
Cyanthillium cinereum,6445734
Cyanthillium patulum,3125201
Cyanthillium stelluliferum,3124790
Cyathea tuerckheimii,3598155
Cyathula achyranthoides,7323766
Cyathula prostrata,5384314
Cyathula uncinulata,5548482
Cycas circinalis,2683264
Cycas revoluta,2683217
Cyclachaena xanthiifolia,3141890
Cyclamen coum,7127354
Cyclamen hederifolium,7127810
Cyclamen purpurascens,3169315
Cyclamen repandum,7127713
Cyclanthera carthagenensis,7388962
Cyclanthera pedata,2874529
Cyclocarpa stellaris,7472821
Cyclodium heterodon abbreviatum,8499279
Cycloloma atriplicifolium,3083565
Cyclospermum leptophyllum,8350395
Cydonia oblonga,5362215
Cylindrolobus aporoides,2815465
Cylindropuntia fulgida,7282673
Cylindropuntia imbricata,6381277
Cylindropuntia imbricata rosea,10958010
Cylindropuntia imbricata spinosior,11013549
Cylindropuntia kleiniae,3952654
Cylindropuntia leptocaulis,7282605
Cylindropuntia prolifera,3952282
Cylindropuntia tunicata,7282418
Cymbalaria hepaticifolia,5559871
Cymbalaria muralis,8200663
Cymbalaria pallida,5559837
Cymbidium aloifolium,5305656
Cymbidium dayanum,5305582
Cymbidium insigne,5305627
Cymbopogon caesius,4151099
Cymbopogon citratus,2705275
Cymbopogon densiflorus,4139473
Cymbopogon flexuosus,8571291
Cymbopogon jwarancusa,2705274
Cymbopogon martini,4138713
Cymbopogon nardus,2705267
Cymbopogon pospischilii,4138305
Cymbopogon pruinosus,4138195
Cymbopogon refractus,2705272
Cymbopogon schoenanthus,2705269
Cymbopogon winterianus,2705273
Cymophora accedens,3120482
Cynanchica pyrenaica cynanchica,12223934
Cynanchum acutum,3571089
Cynanchum callialatum,8081162
Cynanchum gerrardii,7312452
Cynanchum rostellatum,9500699
Cynara cardunculus,3112364
Cynara cardunculus flavescens,4241131
Cynodon aethiopicus,5289797
Cynodon dactylon,6109637
Cynodon incompletus,5674825
Cynodon magennisii,5289800
Cynodon nlemfuensis,5289802
Cynodon plectostachyus,5289798
Cynodon radiatus,5677401
Cynodon transvaalensis,5289803
Cynoglossum amabile,2925816
Cynoglossum australe,7295198
Cynoglossum creticum,4064467
Cynoglossum divaricatum,4064364
Cynoglossum microglochin,2925819
Cynoglossum officinale,2925815
Cynoglossum wallichii,2925818
Cynoglossum zeylanicum,2925813
Cynoglottis barrelieri,7131800
Cynometra cauliflora,2966855
Cynosurus coloratus,4135440
Cynosurus cristatus,2704395
Cynosurus echinatus,2704394
Cyperus,2713455
Cyperus acuminatus,2715570
Cyperus aggregatus,2713662
Cyperus albostriatus,2715443
Cyperus alopecuroides,2715045
Cyperus alternifolius,2714156
Cyperus amuricus,2714094
Cyperus appendiculatus,2715058
Cyperus articulatus,2713638
Cyperus babakan,2716650
Cyperus badius,8190771
Cyperus bellus,2714120
Cyperus berroi,2716659
Cyperus compactus,2714640
Cyperus compressus,2713479
Cyperus confertus,2715699
Cyperus congestus,2714656
Cyperus corymbosus,2713778
Cyperus croceus,2713916
Cyperus cuspidatus,2716516
Cyperus cyperinus,2715877
Cyperus cyperoides,2714453
Cyperus cyperoides flavus,2714458
Cyperus denudatus,2715328
Cyperus difformis,2714796
Cyperus digitatus,2714238
Cyperus digitatus auricomus,2715979
Cyperus distans,2713460
Cyperus dubius,2714915
Cyperus echinatus,2716294
Cyperus entrerianus,2715757
Cyperus eragrostis,2715482
Cyperus esculentus,2716226
Cyperus filiculmis,2716352
Cyperus fuscus,2716489
Cyperus glomeratus,2715054
Cyperus gracilis,2713996
Cyperus gunnii,2714715
Cyperus gymnocaulos,2714154
Cyperus hamulosus,2716110
Cyperus haspan,2715828
Cyperus hystricoides,9435624
Cyperus imbricatus,2714233
Cyperus involucratus,2713455
Cyperus iria,2715729
Cyperus javanicus,2713705
Cyperus laevigatus,2713559
Cyperus lentiginosus,2714213
Cyperus ligularis,2715068
Cyperus longus,8243603
Cyperus malaccensis monophyllus,2715158
Cyperus meyenianus,2714897
Cyperus michelianus,2714056
Cyperus michelianus pygmaeus,2714078
Cyperus microiria,2715429
Cyperus mitis,2715454
Cyperus mundtii,2730980
Cyperus nutans eleusinoides,2714523
Cyperus ochraceus,2714772
Cyperus odoratus,2715219
Cyperus owanii,2714752
Cyperus oxylepis,2716201
Cyperus papyrus,2716311
Cyperus pectinatus,2713486
Cyperus pilosus,2715089
Cyperus procerus,2716134
Cyperus prolifer,2715505
Cyperus prolixus,2715383
Cyperus pseudovegetus,2715990
Cyperus reflexus,2714722
Cyperus retroflexus,2716024
Cyperus retrorsus,2715517
Cyperus rigens,2713519
Cyperus rotundus,2714818
Cyperus schweinitzii,2715260
Cyperus serotinus,2715620
Cyperus sphacelatus,2715182
Cyperus squarrosus,2714313
Cyperus stoloniferus,2714571
Cyperus strigosus,2716719
Cyperus surinamensis,2715295
Cyperus tenuiculmis,2713608
Cyperus tenuispica,2715449
Cyperus textilis,7753638
Cyperus trinervis,2715801
Cyperus virens,2716420
Cyperus vorsteri,2715004
Cyphocarpa angustifolia,3675716
Cyphocarpa wilmsii,3675655
Cyrilla racemiflora,5333448
Cyrtococcum oxyphyllum,4132960
Cyrtococcum trigonum,4132897
Cyrtomium caryotideum,2650828
Cyrtomium falcatum,2650829
Cyrtomium fortunei,2650827
Cyrtopodium andersonii,5319590
Cyrtosperma merkusii,2871919
Cyrtostachys renda,2735421
Cystopteris tennesseensis,2650801
Cytisophyllum sessilifolium,2940408
Cytisus dallimorei,5708520
Cytisus decumbens,5354676
Cytisus multiflorus,7681436
Cytisus nigricans,5356805
Cytisus praecox,8213866
Cytisus proliferus palmensis,5354647
Cytisus scoparius,5354656
Cytisus striatus,5354707
Cytisus versicolor,7504629
Cytisus villosus,5354639
Daboecia cantabrica,8400045
Dacrycarpus imbricatus,2687843
Dacryodes edulis,3190456
Dactyliandra welwitschii,3625036
Dactyloctenium aegyptium,2706188
Dactyloctenium australe,4149975
Dactyloctenium ctenoides,4149928
Dactyloctenium geminatum,4149888
Dactyloctenium giganteum,4149875
Dactyloctenium radulans,2706190
Dactyloctenium scindicum,4135816
Dactylorhiza praetermissa,7631065
Dahlia coccinea,5387098
Dahlia cultorum,5701337
Dahlia excelsa,5387132
Dahlia imperialis,8190990
Dahlia pinnata,5387142
Dalbergia baronii,2968511
Dalbergia cochinchinensis,2968506
Dalbergia ecastaphyllum,2968593
Dalbergia latifolia,2968662
Dalbergia melanoxylon,2968897
Dalbergia ovalis,8743558
Dalbergia sissoo,2968532
Dalea brachystachya,5353464
Dalea candida,5353279
Dalea candida oligophylla,5353281
Dalea carthagenensis,5353495
Dalea cliffortiana,5353426
Dalea emarginata,5353481
Dalea enneandra,8411372
Dalea floridana,10860043
Dalea leporina,5353119
Dalea purpurea,5353342
Dalea scandens,5353083
Dalechampia scandens,3055569
Dalechampia sylvestris,3055699
Danae racemosa,5303891
Danthonia californica,2703262
Danthonia decumbens,2703250
Daphne laureola,5420853
Daphne mezereum,5420852
Daphne rodriguezii,5524064
Darlingtonia californica,5939805
Darmera peltata,3032611
Darwinia citriodora,5418288
Dasiphora glabrata,5370402
Dasypyrum villosum,2704854
Datura ceratocaula,3798966
Datura ferox,7894250
Datura innoxia,2928755
Datura leichhardtii,7893055
Datura metel,2928747
Datura quercifolia,2928738
Datura stramonium,2928751
Datura wrightii,2928741
Daucus aureus,6027382
Daucus broteri,3642262
Daucus carota,3034742
Daucus carota maximus,4928166
Daucus carota sativus,6550056
Daucus decipiens,9244277
Daucus glochidiatus,6027313
Daucus guttatus,3641441
Daucus montanus,8063199
Daucus pusillus,3034741
Davallia canariensis,4204692
Davallia solida fejeensis,4204648
Debregeasia longifolia,4099305
Decalobanthus boisianus,9590157
Decalobanthus mammosus,9504389
Decalobanthus peltatus,9413254
Decaspermum fruticosum,3180140
Deguelia scandens,2960243
Deinandra fasciculata,3145375
Delairea odorata,3134183
Delarbrea paradoxa,3036843
Delilia biflora,3088794
Delonix regia,2956176
Delosperma echinatum,3707303
Delosperma litorale,3084875
Delosperma obtusum,3706809
Delosperma vinaceum,3706408
Delphinium,3033687
Delphinium ajacis,3033833
Delphinium anthriscifolium,3923581
Delphinium consolida,3033836
Delphinium exaltatum,3033752
Delphinium pubescens,8201351
Delphinium tenuissimum,8396689
Dendrobium anosmum,5316950
Dendrobium antennatum,5316866
Dendrobium crumenatum,5316744
Dendrobium kraemeri,5315500
Dendrobium macrophyllum,5315805
Dendrobium mirbelianum,5315358
Dendrobium oblongimentum,5316688
Dendrobium rhombeum,5316084
Dendrocalamus asper,2703315
Dendrocalamus brandisii,4145893
Dendrocalamus giganteus,4145704
Dendrocalamus latiflorus,2703197
Dendrocalamus strictus,2703316
Dendrolobium umbellatum,2946798
Dendrosenecio adnivalis friesiorum,4237993
Dennstaedtia davallioides,3605611
Dennstaedtia punctilobula,2650777
Dentella repens,2900952
Dentella repens serpyllifolia,2900955
Deparia japonica,2650993
Deparia petersenii,7125872
Dermatophyllum secundiflorum,7594161
Derris elliptica,5350305
Derris microphylla,5350298
Derris montana,5350229
Derris trifoliata,5350336
Deschampsia atropurpurea,2705710
Deschampsia danthonioides,2703174
Deschampsia elongata,2703190
Deschampsia flexuosa,2703179
Deschampsia setacea,4142609
Descurainia incana,3044285
Descurainia pinnata,3044133
Descurainia pinnata brachycarpa,6306553
Desmanthus bicornutus,5360062
Desmanthus illinoensis,7484581
Desmanthus leptolobus,5360080
Desmanthus leptophyllus,5360065
Desmanthus pernambucanus,5360091
Desmanthus virgatus,5360097
Desmodium arechavaletae,2967783
Desmodium cajanifolium,2967395
Desmodium cinereum,2967931
Desmodium distortum,2967251
Desmodium illinoense,2967591
Desmodium incanum,2967060
Desmodium intortum,2967846
Desmodium leiocarpum,2967927
Desmodium obtusum,2967123
Desmodium ospriostreblum,2967217
Desmodium paniculatum,2967543
Desmodium procumbens,2967327
Desmodium psilocarpum,2967558
Desmodium scorpiurus,8224320
Desmodium subsecundum,2967222
Desmodium tenuifolium,2967408
Desmodium tortuosum,2967221
Desmodium uncinatum,2967319
Desmodium venustum,2967820
Desmostachya bipinnata,4142071
Deutzia crenata,2985963
Deutzia gracilis,2985964
Deutzia magnifica,3645706
Deutzia parviflora,2985967
Deutzia scabra,2985965
Dianella caerulea,5305277
Dianella ensifolia,8365251
Dianthera comata,5415428
Dianthera pectoralis,7624130
Dianthera secunda,7760035
Dianthus armeria,3085413
Dianthus barbatus,3085421
Dianthus campestris,7592185
Dianthus carthusianorum,8400876
Dianthus caryophyllus,3085420
Dianthus chinensis,3085418
Dianthus cruentus,8179294
Dianthus deltoides,3085424
Dianthus giganteus,7267630
Dianthus gratianopolitanus,6364219
Dianthus hyssopifolius gallicus,3811809
Dianthus nudiflorus,3810175
Dianthus plumarius,3085412
Dianthus seguieri,3085423
Dianthus subacaulis,8012084
Dianthus sylvestris,3085419
Dianthus trifasciculatus pseudobarbatus,3807350
Dianthus zeyheri natalensis,8130676
Diaperia prolifera,3086555
Diaperia verna,3086544
Diaperia verna drummondii,4237425
Diascia barberae,5559593
Dicentra cucullaria,2888548
Dicentra eximia,2888546
Dicentra formosa,2888553
Dichaea fragrantissima,2789997
Dichanthelium acuminatum acuminatum,4270616
Dichanthelium dichotomum dichotomum,6560184
Dichanthelium sphaerocarpon sphaerocarpon,4270618
Dichanthelium strigosum strigosum,4270619
Dichanthium annulatum,2702446
Dichanthium aristatum,2702445
Dichanthium caricosum,2702450
Dichanthium sericeum,2702451
Dichanthium tenue,2702449
Dichelachne crinita,4925376
Dichelachne micrantha,2704063
Dichelachne rara,4132327
Dichelostemma congestum,2772247
Dichondra carolinensis,2928664
Dichondra micrantha,2928666
Dichondra repens,2928667
Dichorisandra reginae,8244713
Dichorisandra thyrsiflora,2763632
Dichoropetalum chryseum,3639132
Dichrocephala integrifolia,3115588
Dichrocephala integrifolia integrifolia,7222715
Dichrostachys cinerea,2975891
Dichrostachys cinerea africana,2976300
Dichrostachys cinerea malesiana,2976302
Dicksonia antarctica,7498955
Dicksonia fibrosia,5687287
Dicliptera chinensis,5415360
Dicliptera leonotis,5575510
Dicliptera raui,8363289
Dicliptera tinctoria,5575022
Dicoma tomentosa,3103375
Dicranopteris flexuosa,5275374
Dicranopteris linearis,5275373
Dictamnus albus,5421338
Dictyosperma album,5293187
Dictyostega orobanchoides,2756396
Didiplis diandra,3188666
Dieffenbachia amoena,11211751
Dieffenbachia seguine,2869345
Dierama pendulum,5296518
Dierama pulcherrimum,5296524
Dieteria canescens,3117073
Dietes grandiflora,2742427
Dietes iridioides,2742428
Digera muricata,6429755
Digitalis ferruginea,5414991
Digitalis fuscescens,7516987
Digitalis grandiflora,5414992
Digitalis lanata,5414989
Digitalis lutea,5414990
Digitalis purpurea,5414995
Digitaria abyssinica,5289929
Digitaria aequiglumis,5676646
Digitaria bicornis,5289968
Digitaria ciliaris,5289998
Digitaria cognata,5289991
Digitaria debilis,5289948
Digitaria didactyla,5289960
Digitaria divaricatissima,5289949
Digitaria eriantha,5289987
Digitaria eriantha pentzii,5675922
Digitaria fuscescens,5289932
Digitaria henryi,5675725
Digitaria horizontalis,5289958
Digitaria iburua,5289947
Digitaria insularis,5289938
Digitaria ischaemum,5290003
Digitaria longiflora,5289974
Digitaria milanjiana,5289950
Digitaria mollicoma,5675463
Digitaria nuda,5289967
Digitaria parviflora,5675396
Digitaria radicosa,5289954
Digitaria sanguinalis,5289972
Digitaria serotina,5289944
Digitaria setigera,5289961
Digitaria ternata,5675188
Digitaria texana,5290006
Digitaria velutina,5289935
Digitaria violascens,5289995
Dillenia indica,5383898
Dillenia suffruticosa,5383897
Dimeria ornithopoda,2706204
Dimerocostus strobilaceus,2756979
Dimocarpus longan,3190008
Dimorphotheca barberae,5402361
Dimorphotheca cuneata,5402326
Dimorphotheca ecklonis,5387293
Dimorphotheca fruticosa,8217929
Dimorphotheca jucunda,5402340
Dimorphotheca pluvialis,5402363
Dimorphotheca sinuata,5402350
Dinebra retroflexa,2703240
Dinetus racemosus,5829094
Dioclea reflexa,2974520
Dioclea sericea,5359628
Diodia virginiana,2908579
Dionaea muscipula,5421410
Dioscorea alata,2754476
Dioscorea arachidna,2755695
Dioscorea bulbifera,2755489
Dioscorea cavenensis,7795760
Dioscorea cayennensis,6406374
Dioscorea communis,2755063
Dioscorea esculenta,2755195
Dioscorea glomerulata,2755661
Dioscorea japonica,2755706
Dioscorea nummularia,2755591
Dioscorea pentaphylla,2754423
Dioscorea polystachya,2754732
Dioscorea sansibarensis,2755608
Dioscorea trifida,2755239
Diospyros andamanica,4070389
Diospyros dichrophylla,4070410
Diospyros discolor,3032976
Diospyros ebenum,3032979
Diospyros ehretioides,7491124
Diospyros kaki,3032984
Diospyros lotus,3032980
Diospyros maritima,3032994
Diospyros nigra,8115692
Diospyros philippinensis,4070892
Diospyros virginiana,3032986
Diplacus brevipes,7534236
Diplazium esculentum,2650858
Diplazium proliferum,7558255
Diplocyclos palmatus,7317695
Diplotaxis catholica,5376351
Diplotaxis erucoides,5376309
Diplotaxis muralis,5376337
Diplotaxis siifolia,5376324
Diplotaxis tenuifolia,5376426
Diplotaxis tenuisiliqua,5376435
Diplotaxis viminea,5376357
Dipogon lignosus,5349965
Dipsacus fullonum,8435025
Dipsacus laciniatus,2888814
Dipsacus sativus,2888816
Dipsacus strigosus,7443846
Disa bracteata,2783736
Dischisma arenarium,3742552
Dischisma capitatum,3742542
Discocactus ferricola,3950777
Disphyma clavellatum,3705783
Disphyma crassifolium,3084850
Distichlis spicata,2704509
Distimake cissoides,9444833
Distimake quinatus,9575450
Distimake quinquefolius,9340539
Distimake tuberosus,9636531
Ditaxis humilis,5380282
Dittrichia graveolens,3101193
Dittrichia viscosa,3101184
Dodartia orientalis,3742239
Dodecastigma integrifolium,3072488
Dodonaea viscosa,5421144
